T_Nuevo,T_Viejo,Err,Sol_Nuevo,Sol_Viejo
0.0057697296142578125,0.08020257949829102,0,True,1
0.0,0.01981973648071289,0,True,3
0.09751343727111816,0.22281813621520996,0,True,1
0.43329548835754395,0.21019768714904785,0,True,6
0.004891395568847656,0.08911609649658203,0,True,1
0.43085265159606934,0.6718704700469971,0,True,1
0.0025606155395507812,0.035153865814208984,0,True,1
0.18452787399291992,0.7503204345703125,0,True,3
0.0852653980255127,0.2849419116973877,0,True,3
0.020263671875,0.29471540451049805,0,True,1
0.01287388801574707,0.14980530738830566,0,True,2
0.010308265686035156,0.13607048988342285,0,True,2
0.014209985733032227,0.1331796646118164,0,True,1
0.0,0.02010512351989746,0,True,2
0.5501644611358643,0.8304667472839355,0,True,3
9.204320430755615,2.9296813011169434,0,True,2
0.06174969673156738,0.4720425605773926,0,True,1
0.14180898666381836,0.15668058395385742,0,True,2
0.11525106430053711,0.31948351860046387,0,True,2
34.262776136398315,1.7098336219787598,0,True,2
1.5103254318237305,1.666576862335205,0,True,1
1.913879156112671,1.5977308750152588,0,True,2
0.005529642105102539,0.12264227867126465,0,True,2
8.112512588500977,2.622987985610962,0,True,2
0.03153276443481445,0.16180944442749023,0,True,1
0.39562153816223145,0.7377517223358154,0,True,2
2.7158472537994385,2.760525703430176,0,True,1
0.07518601417541504,0.5775747299194336,0,True,1
1.0181491374969482,2.2698962688446045,0,True,1
0.025918960571289062,0.24588370323181152,0,True,2
0.020647764205932617,0.24537062644958496,0,True,1
1.0556395053863525,1.1090202331542969,0,True,2
0.5142338275909424,0.7979617118835449,0,True,1
0.008233785629272461,0.08711743354797363,0,True,3
4.813091278076172,0.5239040851593018,0,True,2
0.028798341751098633,0.42211151123046875,0,True,2
0.006521701812744141,0.0941917896270752,0,True,1
0.0909736156463623,0.26470088958740234,0,True,2
0.0035448074340820312,0.07682943344116211,0,True,3
0.006525516510009766,0.11256194114685059,0,True,1
0.6542456150054932,0.7085652351379395,0,True,3
0.04556012153625488,0.1549515724182129,0,True,1
0.15477275848388672,0.42850279808044434,0,True,1
0.010081052780151367,0.12648677825927734,0,True,1
0.05027961730957031,0.215850830078125,0,True,1
0.13335752487182617,0.4458026885986328,0,True,1
0.0436553955078125,0.3257443904876709,0,True,1
0.003522634506225586,0.07369780540466309,0,True,2
0.02766108512878418,0.2923581600189209,0,True,1
